vehicle,stamp,x,y,z
defender,1779218558.076784,36.00047750220983,5.957128286361694,2.951904296875
defender,1779218558.1168287,36.00047750220983,5.957128286361694,2.951904296875
defender,1779218558.1567922,36.00005502243221,5.95673094317317,2.951324462890625
defender,1779218558.1967893,35.999561106815236,5.956260237842798,2.950775146484375
defender,1779218558.2368286,35.999561106815236,5.956260237842798,2.950775146484375
defender,1779218558.2768066,35.99917087703943,5.95589380338788,2.9505615234375
defender,1779218558.3167822,35.9988183665555,5.955543301999569,2.95050048828125
defender,1779218558.3583572,35.9988183665555,5.955543301999569,2.95050048828125
defender,1779218558.396783,35.99858117545955,5.955244448035955,2.95062255859375
defender,1779218558.4368286,35.99836543574929,5.954863399267197,2.950958251953125
defender,1779218558.476827,35.998255992424674,5.954652670770884,2.951202392578125
defender,1779218558.5172806,35.998255992424674,5.954652670770884,2.951202392578125
defender,1779218558.5567868,35.99805321241729,5.954340893775225,2.951904296875
defender,1779218558.5967987,35.99795931694098,5.9543560072779655,2.9522705078125
defender,1779218558.637989,35.99786555231549,5.954447515308857,2.95263671875
defender,1779218558.6768029,35.99773509847,5.954654920846224,2.95318603515625
defender,1779218558.7168217,35.997626618947834,5.954825174063444,2.95361328125
defender,1779218558.7577083,35.99757602578029,5.954955141991377,2.95391845703125
defender,1779218558.7967832,35.997465528547764,5.955333683639765,2.95489501953125
defender,1779218558.8368115,35.99745391821489,5.955464486032724,2.955230712890625
defender,1779218558.8768115,35.99743886105716,5.95564529299736,2.955780029296875
defender,1779218558.916812,35.99745734548196,5.955872341990471,2.956573486328125
defender,1779218558.9567962,35.9975045255851,5.956054572016001,2.957183837890625
defender,1779218558.9968057,35.997555684065446,5.956198800355196,2.9576416015625
defender,1779218559.0368464,35.99769750889391,5.95652936771512,2.958831787109375
defender,1779218559.0767932,35.997819828568026,5.956708244979382,2.959625244140625
defender,1779218559.1167932,35.997945200884715,5.956867150962353,2.96044921875
defender,1779218559.1567912,35.998164733173326,5.957096070051193,2.961944580078125
defender,1779218559.1968014,35.99824751704,5.957213312387466,2.962554931640625
defender,1779218559.2368093,35.99844273517374,5.957573592662811,2.964080810546875
defender,1779218559.276788,35.99856234085746,5.958000261336565,2.965606689453125
defender,1779218559.3176718,35.99861738609616,5.9582809060812,2.9664306640625
defender,1779218559.356798,35.998628723900765,5.958488933742046,2.96697998046875
defender,1779218559.3973138,35.99858273670543,5.95903766900301,2.96820068359375
defender,1779218559.4367874,35.99849317432381,5.959400203078985,2.968841552734375
defender,1779218559.4767902,35.998419579002075,5.959641128778458,2.96923828125
defender,1779218559.5168083,35.99820751196239,5.960324879735708,2.97015380859375
defender,1779218559.5578804,35.99809399130754,5.960640616714954,2.970428466796875
defender,1779218559.5967932,35.99792913091369,5.961118075996637,2.970855712890625
defender,1779218559.6367948,35.99768191669136,5.961962677538395,2.97137451171875
defender,1779218559.6768339,35.9975373854395,5.9624735452234745,2.97161865234375
defender,1779218559.7167852,35.99744158703834,5.9628204964101315,2.971771240234375
defender,1779218559.7567978,35.99715609033592,5.963682264089584,2.972137451171875
defender,1779218559.7967882,35.99704359495081,5.964020151644945,2.9722900390625
defender,1779218559.8367875,35.996880657970905,5.964514885097742,2.972503662109375
defender,1779218559.8767884,35.99665317218751,5.96533115580678,2.972869873046875
defender,1779218559.9167864,35.99655934423208,5.965831782668829,2.973114013671875
defender,1779218559.9573543,35.996551401913166,5.966184329241514,2.973358154296875
defender,1779218559.996786,35.99660617951304,5.9671143889427185,2.9739990234375
defender,1779218560.0369124,35.99667949229479,5.967512786388397,2.974273681640625
defender,1779218560.0778656,35.996830720920116,5.968116350471973,2.9747314453125
defender,1779218560.1167915,35.99722279654816,5.969106389209628,2.9754638671875
defender,1779218560.1567876,35.997740406310186,5.97000353038311,2.976165771484375
defender,1779218560.1968064,35.99813882354647,5.9704921673983335,2.9765625
defender,1779218560.2368262,35.998908296460286,5.971221188083291,2.9771728515625
defender,1779218560.2768083,35.99923927494092,5.971485486254096,2.9774169921875
defender,1779218560.3168306,35.999574874324026,5.971727883443236,2.977691650390625
defender,1779218560.356796,36.00042662202031,5.9722087401896715,2.978302001953125
defender,1779218560.396806,36.00093296711566,5.972384246066213,2.978668212890625
defender,1779218560.43679,36.00143307016697,5.972466351464391,2.97900390625
defender,1779218560.4767814,36.002133599249646,5.972452035173774,2.9793701171875
defender,1779218560.5167994,36.00268788612448,5.972368763759732,2.97955322265625
defender,1779218560.556839,36.00326688704081,5.972229856997728,2.979644775390625
defender,1779218560.59678,36.00405533192679,5.971974935382605,2.979736328125
defender,1779218560.6368887,36.004632697906345,5.971752712503076,2.97979736328125
defender,1779218560.6776104,36.005209227558225,5.97152772732079,2.979827880859375
defender,1779218560.7167869,36.00608608499169,5.971123116090894,2.979888916015625
defender,1779218560.7568033,36.00642341654748,5.970937253907323,2.979949951171875
defender,1779218560.7967997,36.00689943274483,5.970657341182232,2.98004150390625
defender,1779218560.8368218,36.00745723582804,5.970306903123856,2.98016357421875
defender,1779218560.876794,36.008041586726904,5.969917919486761,2.98028564453125
defender,1779218560.9167902,36.008367540314794,5.969701314345002,2.9803466796875
defender,1779218560.9567852,36.008949937298894,5.9694282580167055,2.980438232421875
defender,1779218560.9967911,36.009196784347296,5.969343911856413,2.98046875
defender,1779218561.0367873,36.009591969661415,5.9693149495869875,2.98046875
defender,1779218561.076787,36.01028501801193,5.96943099796772,2.98046875
defender,1779218561.1168718,36.010574294254184,5.969524923712015,2.980438232421875
defender,1779218561.156802,36.01101175695658,5.969702761620283,2.980438232421875
defender,1779218561.1967838,36.01178751979023,5.970259888097644,2.980316162109375
defender,1779218561.236794,36.01224124711007,5.970657689496875,2.980224609375
defender,1779218561.2767816,36.01254312880337,5.970980266109109,2.980133056640625
defender,1779218561.316793,36.01325515192002,5.9717606492340565,2.979949951171875
defender,1779218561.356817,36.0136634092778,5.972229760140181,2.979827880859375
defender,1779218561.3967907,36.01418572477996,5.972843308001757,2.97967529296875
defender,1779218561.436786,36.014811682514846,5.9736248552799225,2.9794921875
defender,1779218561.476813,36.014811682514846,5.9736248552799225,2.9794921875
defender,1779218561.5168104,36.01553088892251,5.974675957113504,2.979400634765625
defender,1779218561.556844,36.01612600311637,5.97557377256453,2.979400634765625
defender,1779218561.5967953,36.01612600311637,5.97557377256453,2.979400634765625
defender,1779218561.6368065,36.01675418019295,5.9763894360512495,2.979400634765625
defender,1779218561.6768177,36.01725387573242,5.976984556764364,2.979400634765625
defender,1779218561.7168045,36.017638916149735,5.977420778945088,2.97943115234375
defender,1779218561.7567904,36.01791787147522,5.9777168445289135,2.979461669921875
defender,1779218561.7967918,36.01876641437411,5.978618580847979,2.979644775390625
defender,1779218561.8368218,36.019079653546214,5.978933941572905,2.97979736328125
defender,1779218561.8768036,36.019383411854506,5.979246098548174,2.97991943359375
defender,1779218561.9168115,36.020213635638356,5.980026559904218,2.98028564453125
defender,1779218561.9568017,36.020741609856486,5.980489861220121,2.98052978515625
defender,1779218561.9967945,36.02109654992819,5.9807907454669476,2.980682373046875
defender,1779218562.0370917,36.0221141949296,5.981680551543832,2.981048583984375
defender,1779218562.0771306,36.02242540381849,5.982004838064313,2.9810791015625
defender,1779218562.1168084,36.02312423102558,5.982856743037701,2.9810791015625
