vehicle,stamp,x,y,z
defender,1779218479.3464353,36.0126564251259,18.989061375148594,2.97625732421875
defender,1779218479.3880358,36.0126564251259,18.989061375148594,2.97625732421875
defender,1779218479.4264693,36.01273525506258,18.98920276015997,2.975921630859375
defender,1779218479.466474,36.0128812007606,18.989446573890746,2.975494384765625
defender,1779218479.5064507,36.0128812007606,18.989446573890746,2.975494384765625
defender,1779218479.5464408,36.013078764081,18.98977758269757,2.975250244140625
defender,1779218479.5864506,36.01325052510947,18.990229688584805,2.97509765625
defender,1779218479.6275187,36.01325052510947,18.990229688584805,2.97509765625
defender,1779218479.6664736,36.01335537806153,18.990691385231912,2.97503662109375
defender,1779218479.7064438,36.01346194464713,18.99146807938814,2.974945068359375
defender,1779218479.7465775,36.01346194464713,18.99146807938814,2.974945068359375
defender,1779218479.7864435,36.01348189357668,18.99205877725035,2.974822998046875
defender,1779218479.826444,36.01339998561889,18.99261475726962,2.97467041015625
defender,1779218479.8665478,36.01339998561889,18.99261475726962,2.97467041015625
defender,1779218479.906454,36.013308304362,18.993101346306503,2.9744873046875
defender,1779218479.9464557,36.013169679790735,18.993764533661306,2.974273681640625
defender,1779218479.9864511,36.013051737099886,18.994196314830333,2.97412109375
defender,1779218480.0264635,36.012724911794066,18.99500830937177,2.973876953125
defender,1779218480.0664678,36.012244399636984,18.995895150117576,2.97357177734375
defender,1779218480.1064904,36.012244399636984,18.995895150117576,2.97357177734375
defender,1779218480.1464505,36.01165629271418,18.996780118439347,2.973236083984375
defender,1779218480.1864846,36.01102403830737,18.99762985203415,2.972808837890625
defender,1779218480.2264483,36.01102403830737,18.99762985203415,2.972808837890625
defender,1779218480.2664583,36.01038194261491,18.998412559391,2.97222900390625
defender,1779218480.3065217,36.00969064421952,18.999119615124073,2.971588134765625
defender,1779218480.3464987,36.00969064421952,18.999119615124073,2.971588134765625
defender,1779218480.3864143,36.008934469893575,18.99979664638522,2.97088623046875
defender,1779218480.4264734,36.008126572705805,19.00052284297999,2.970245361328125
defender,1779218480.4664776,36.007764087989926,19.000848278810736,2.969940185546875
defender,1779218480.5064993,36.00683324970305,19.001636400120333,2.969268798828125
defender,1779218480.5464523,36.00625954102725,19.002101303776726,2.968841552734375
defender,1779218480.5864544,36.005669167265296,19.002573512028903,2.96844482421875
defender,1779218480.626445,36.00460983859375,19.0033554462716,2.96771240234375
defender,1779218480.6664588,36.00419288687408,19.003637298941612,2.967376708984375
defender,1779218480.7064788,36.00377073092386,19.003915522247553,2.967071533203125
defender,1779218480.74645,36.00272312341258,19.004569458775222,2.966339111328125
defender,1779218480.786461,36.00212236843072,19.004899313673377,2.965911865234375
defender,1779218480.8264453,36.001543721416965,19.005169274285436,2.965484619140625
defender,1779218480.866446,36.0002121978323,19.005527113564312,2.964508056640625
defender,1779218480.9064896,35.99964248397737,19.005607300437987,2.964141845703125
defender,1779218480.9486303,35.99964248397737,19.005607300437987,2.964141845703125
defender,1779218480.9864643,35.998339719255455,19.005608656443655,2.963470458984375
defender,1779218481.0265186,35.99799377145246,19.00557138118893,2.96331787109375
defender,1779218481.0664344,35.997482175473124,19.005515122786164,2.963104248046875
defender,1779218481.1064444,35.996669290587306,19.005400739144534,2.962799072265625
defender,1779218481.1464858,35.996220322558656,19.005311434622854,2.962677001953125
defender,1779218481.1864479,35.99593397742137,19.00523757841438,2.96258544921875
defender,1779218481.2264535,35.995226042345166,19.004929478745908,2.962371826171875
defender,1779218481.2664719,35.99495626660064,19.00472779246047,2.962310791015625
defender,1779218481.3064625,35.99455297458917,19.004437550436705,2.962188720703125
defender,1779218481.3464758,35.99391217203811,19.003816368058324,2.962005615234375
defender,1779218481.3864622,35.99350810283795,19.003425728762522,2.961883544921875
defender,1779218481.426491,35.9928665375337,19.002773170592263,2.96160888671875
defender,1779218481.4664476,35.99242146871984,19.002250609686598,2.96136474609375
defender,1779218481.50648,35.99242146871984,19.002250609686598,2.96136474609375
defender,1779218481.546469,35.99197944626212,19.00168711168226,2.9610595703125
defender,1779218481.5864727,35.991686046123505,19.001129255048,2.960784912109375
defender,1779218481.6264598,35.991674518212676,19.000954397430178,2.960693359375
defender,1779218481.6664493,35.99164748098701,19.000699848809745,2.960601806640625
defender,1779218481.7064455,35.99175001960248,19.000355280266376,2.96051025390625
defender,1779218481.74652,35.991823696531355,19.000234763720073,2.96051025390625
defender,1779218481.7864728,35.99193151295185,19.000134249567054,2.960479736328125
defender,1779218481.8264585,35.992341343313456,18.999956971059873,2.96044921875
defender,1779218481.8665826,35.99265915993601,18.999887272504566,2.96044921875
defender,1779218481.9064558,35.993020807392895,18.99984263193619,2.96044921875
defender,1779218481.9464839,35.993570665828884,18.999856064707274,2.96044921875
defender,1779218481.9864628,35.99398578424007,18.999958344680635,2.960479736328125
defender,1779218482.026451,35.99441399006173,19.000131468375912,2.96044921875
defender,1779218482.06645,35.99497990170494,19.000436814443674,2.960418701171875
defender,1779218482.1066124,35.99539846694097,19.000735604320653,2.960357666015625
defender,1779218482.1464744,35.99580189306289,19.00110839260742,2.9603271484375
defender,1779218482.186553,35.99672891385853,19.002030249219388,2.9603271484375
defender,1779218482.2271376,35.99672891385853,19.002030249219388,2.9603271484375
defender,1779218482.2664573,35.99732807325199,19.002766522811726,2.960296630859375
defender,1779218482.3066995,35.99788948800415,19.003591800807044,2.960205078125
defender,1779218482.3464494,35.99788948800415,19.003591800807044,2.960205078125
defender,1779218482.386463,35.99841651588213,19.00453861663118,2.960113525390625
defender,1779218482.426476,35.998962060781196,19.005510326474905,2.96002197265625
defender,1779218482.4664469,35.99930312373908,19.006115056574345,2.959991455078125
defender,1779218482.5064163,35.999534062924795,19.006550478283316,2.9599609375
defender,1779218482.5464377,36.00009945835336,19.00762230437249,2.959869384765625
