vehicle,stamp,x,y,z
defender,1776632302.3138323,36.49019246455282,12.455573506653309,0.141534423828125
defender,1776632302.3539174,36.49055007658899,12.455792553722858,0.141259765625
defender,1776632302.394737,36.49142367299646,12.456369303166866,0.140557861328125
defender,1776632302.4338179,36.49221022101119,12.456919677555561,0.139825439453125
defender,1776632302.4738245,36.49292506882921,12.457436215132475,0.1391845703125
defender,1776632302.5137794,36.49355118209496,12.45792743563652,0.1386962890625
defender,1776632302.5538976,36.49412686889991,12.458369974046946,0.138330078125
defender,1776632302.593821,36.494653690606356,12.458733543753624,0.13814697265625
defender,1776632302.6338186,36.495100582018495,12.459113787859678,0.138116455078125
defender,1776632302.6738458,36.49543651845306,12.4595953412354,0.1382080078125
defender,1776632302.7138143,36.49563883524388,12.46011546626687,0.13839111328125
defender,1776632302.7538257,36.49572584126145,12.460599027574062,0.13863525390625
defender,1776632302.7938123,36.495726650580764,12.46077224239707,0.13875732421875
defender,1776632302.8338413,36.49567948281765,12.461207006126642,0.1391845703125
defender,1776632302.8738258,36.49555299105123,12.461529236286879,0.13961181640625
defender,1776632302.9138412,36.49540504440665,12.461796265095472,0.140008544921875
defender,1776632302.9537928,36.4952327972278,12.46217404678464,0.14052734375
defender,1776632302.994177,36.49515035003424,12.462389599531889,0.14083251953125
defender,1776632303.0337899,36.49507447658107,12.462842281907797,0.1416259765625
defender,1776632303.0738502,36.49511543195695,12.462936226278543,0.141778564453125
defender,1776632303.114685,36.49530859431252,12.4631869494915,0.14217529296875
defender,1776632303.1538327,36.49566973699257,12.463542129844427,0.14254150390625
defender,1776632303.1938298,36.4961651773192,12.464048981666565,0.14290771484375
defender,1776632303.2336974,36.49676153995097,12.464735839515924,0.1433349609375
defender,1776632303.2737935,36.49741691467352,12.46550913900137,0.1438232421875
defender,1776632303.3138492,36.49808374058921,12.46628649905324,0.144342041015625
defender,1776632303.3537903,36.49875960627105,12.467064429074526,0.144921875
defender,1776632303.393856,36.49900443421211,12.467387672513723,0.145166015625
defender,1776632303.4338317,36.49963713262696,12.468323428183794,0.145806884765625
defender,1776632303.4737926,36.500056966851844,12.469128828495741,0.146356201171875
defender,1776632303.5138597,36.500367536064005,12.469986418262124,0.146905517578125
defender,1776632303.5538352,36.50049797387328,12.470965409651399,0.147515869140625
defender,1776632303.5945125,36.50048147549387,12.471812896430492,0.14803466796875
defender,1776632303.6338296,36.50029426749097,12.473168833181262,0.14888916015625
defender,1776632303.6738482,36.50020989665063,12.473626758903265,0.1491943359375
defender,1776632303.7143846,36.49996131847729,12.474739970639348,0.150018310546875
defender,1776632303.753793,36.49960941047175,12.475864479318261,0.150872802734375
