vehicle,stamp,x,y,z
defender,1776663123.1449513,34.9920265423134,19.946407482028008,-0.018469238281249994
defender,1776663123.1859934,34.99158447049558,19.946211721748114,-0.018225097656249994
defender,1776663123.2242875,34.989834231324494,19.945372808724642,-0.017370605468749994
defender,1776663123.264403,34.98918516933918,19.945042353123426,-0.017095947265624994
defender,1776663123.304367,34.98814142867923,19.944490872323513,-0.016699218749999994
defender,1776663123.3442993,34.98716363683343,19.943969022482634,-0.016333007812499994
defender,1776663123.384179,34.98679719027132,19.943770945072174,-0.016210937499999994
defender,1776663123.425674,34.98600678239018,19.943363346159458,-0.015844726562499994
defender,1776663123.4643002,34.98537691868842,19.94300802797079,-0.015478515624999994
defender,1776663123.5043254,34.98490852676332,19.94272230565548,-0.015081787109374994
defender,1776663123.5442839,34.98465714417398,19.942461382597685,-0.014593505859374994
defender,1776663123.5843275,34.98468527384102,19.942348409444094,-0.014349365234374994
defender,1776663123.6243093,34.98477550316602,19.94226075708866,-0.014166259765624994
defender,1776663123.6642036,34.98494101688266,19.94220293685794,-0.014135742187499994
defender,1776663123.7042422,34.98513210751116,19.94217612966895,-0.014196777343749994
defender,1776663123.744314,34.98524376284331,19.94216851517558,-0.014257812499999994
defender,1776663123.784821,34.98542263172567,19.94219260290265,-0.014318847656249994
defender,1776663123.8242023,34.985603995621204,19.94230506941676,-0.014318847656249994
defender,1776663123.8642938,34.985814270563424,19.942509435117245,-0.014257812499999994
defender,1776663123.904318,34.98603150434792,19.942754935473204,-0.014257812499999994
defender,1776663123.9442146,34.98630494810641,19.943071447312832,-0.014318847656249994
defender,1776663123.9843156,34.98664299491793,19.94348431006074,-0.014410400390624994
defender,1776663124.0242946,34.98705944791436,19.944063119590282,-0.014532470703124994
defender,1776663124.0643039,34.987475893460214,19.944888789206743,-0.014685058593749994
defender,1776663124.1042624,34.987915937788785,19.9458473585546,-0.014868164062499994
defender,1776663124.1479053,34.98834751266986,19.94690276309848,-0.015020751953124994
defender,1776663124.1842947,34.98878539353609,19.94795562699437,-0.015264892578124994
defender,1776663124.2242165,34.98895997274667,19.94837423413992,-0.015325927734374994
defender,1776663124.264315,34.989380600862205,19.94939885661006,-0.015509033203124994
defender,1776663124.3042016,34.98975171893835,19.950359094887972,-0.015631103515624994
defender,1776663124.344321,34.98995982017368,19.950888745486736,-0.015692138671874994
defender,1776663124.3843055,34.99045261926949,19.951897144317627,-0.015661621093749994
defender,1776663124.4242687,34.990689378231764,19.95220160856843,-0.015570068359374994
defender,1776663124.464277,34.99112852383405,19.952506832778454,-0.015386962890624994
defender,1776663124.5042894,34.99158829823136,19.95267417281866,-0.015203857421874994
defender,1776663124.5478292,34.9920386262238,19.952739641070366,-0.015020751953124994
defender,1776663124.5842555,34.99248914420605,19.952660005539656,-0.014837646484374994
defender,1776663124.6243296,34.9929269682616,19.952492889016867,-0.014593505859374994
defender,1776663124.6643,34.993343284353614,19.952296156436205,-0.014318847656249994
defender,1776663124.7043028,34.99367886921391,19.95207280665636,-0.014013671874999994
defender,1776663124.7443192,34.99385672714561,19.95193285867572,-0.013830566406249994
defender,1776663124.7842553,34.99410079186782,19.951757542788982,-0.013555908203124994
defender,1776663124.8242607,34.994351133238524,19.951616764068604,-0.013098144531249994
defender,1776663124.8642783,34.994574408978224,19.951480105519295,-0.012579345703124994
defender,1776663124.9043436,34.99471659725532,19.951345913112164,-0.011968994140624994
defender,1776663124.9443407,34.99486290290952,19.951270762830973,-0.011206054687499994
defender,1776663124.9842598,34.99497015401721,19.95128884911537,-0.010778808593749994
defender,1776663125.0242896,34.99504837114364,19.951433829963207,-0.010321044921874994
defender,1776663125.064317,34.99499255931005,19.951779060065746,-0.009985351562499994
defender,1776663125.1042867,34.994838397949934,19.952306628227234,-0.009710693359374994
defender,1776663125.1443331,34.994708218146116,19.952703703194857,-0.009558105468749994
defender,1776663125.1841817,34.99446681840345,19.953371424227953,-0.009344482421874994
defender,1776663125.2242424,34.994192516896874,19.954001184552908,-0.009222412109374994
defender,1776663125.2642338,34.99395998287946,19.954577919095755,-0.009130859374999994
defender,1776663125.3057888,34.993784931953996,19.95511780306697,-0.008978271484374994
defender,1776663125.3443902,34.99364018347114,19.95570046454668,-0.008764648437499994
defender,1776663125.3843367,34.99359588138759,19.955941289663315,-0.008673095703124994
defender,1776663125.424282,34.99346874700859,19.956727541983128,-0.008276367187499994
defender,1776663125.4652905,34.993275180924684,19.957714207470417,-0.007818603515624994
defender,1776663125.504232,34.99299620650709,19.95883049070835,-0.0072692871093749944
defender,1776663125.54428,34.99258471513167,19.960307523608208,-0.0065063476562499944
defender,1776663125.584259,34.99230397446081,19.96132168546319,-0.0060180664062499944
defender,1776663125.6242628,34.99185151513666,19.962572131305933,-0.0053771972656249944
